"Site_id","Round","species","norm_degree","strength","nestedra","weigh_betweeness","weigh_closeness","d","c","z"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Villamanriqueeste","3","Eucera hispaliensis",0.5,0.125,0.583333333333333,0,0.145833333333333,0.163171163046611,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Lasioglossum malachurum",0.5,0.0833333333333333,0.666666666666667,0,NA,0,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Lasioglossum mediterraneum",0.5,0.125,0.75,0,0.145833333333333,0.163171163046611,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Lasioglossum pauxillum",0.5,0.0833333333333333,0.833333333333333,0,NA,0,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Musca sp",0.5,0.125,0.916666666666667,0,0.145833333333333,0.163171163046611,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Psilothrix viridicoerulea",0.5,0.25,0.0833333333333333,0,NA,0.265599133536628,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","3","Xylocopa cantabrita",0.5,0.125,1,0,0.145833333333333,0.163171163046611,"Error in cz$c : $ operator is invalid for atomic vectors
","Error in cz$c : $ operator is invalid for atomic vectors
"
"Villamanriqueeste","4","Andrena flavipes",0.166666666666667,0.1,0.1,0,0.105555555555556,0,"0","1.77534413149274"
"Villamanriqueeste","4","Andrena nigroaenaea",0.166666666666667,0.0333333333333333,0.45,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Apis mellifera",0.5,2.03333333333333,0,0,0.0351851851851852,0.507626248426779,"0.0322493953238374",NA
"Villamanriqueeste","4","Bombylella atra",0.166666666666667,0.0333333333333333,0.5,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Brachycoleus morpho1",0.166666666666667,0.0333333333333333,0.55,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Chasmatopterus villosulus",0.166666666666667,0.0333333333333333,0.6,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Dasypoda albimana",0.166666666666667,0.0666666666666667,0.25,0,0.0703703703703704,0,"0","0.517808705018716"
"Villamanriqueeste","4","Dasypoda crassicornis",0.166666666666667,0.1,0.15,0,0.105555555555556,0,"0","1.77534413149274"
"Villamanriqueeste","4","Dasypoda iberica",0.166666666666667,0.0333333333333333,0.65,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Dilophus morpho1",0.166666666666667,0.0666666666666667,0.3,0,0.0703703703703704,0,"0","0.517808705018716"
"Villamanriqueeste","4","Episyrphus balteatus",0.166666666666667,0.0333333333333333,0.7,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Eucera caspica",0.166666666666667,0.0333333333333333,0.75,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Eucera codinai",0.166666666666667,0.0333333333333333,0.8,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Helophilus sp",0.166666666666667,0.0333333333333333,0.85,0,0.0351851851851852,0,"0","-0.739726721455309"
"Villamanriqueeste","4","Lasioglossum sp",0.166666666666667,1,0.9,0,NA,1,"0",NA
